length, time
5, 1.5735626220703124e-06
10, 1.4781951904296875e-06
100, 1.18255615234375e-05
1000, 0.00011391639709472657
10000, 0.0013263702392578125
30000, 0.004174041748046875
50000, 0.00885767936706543
75000, 0.01573634147644043
