length, time
5, 1.430511474609375e-06
10, 1.430511474609375e-06
100, 1.1396408081054687e-05
1000, 0.00011496543884277343
10000, 0.001310253143310547
30000, 0.004313182830810547
50000, 0.010304403305053712
75000, 0.01556849479675293
