length, time
5, 2.3365020751953127e-06
10, 2.002716064453125e-06
100, 3.452301025390625e-05
1000, 0.0005833625793457032
10000, 0.0071314811706542965
30000, 0.022182321548461913
50000, 0.03767681121826172
75000, 0.05675516128540039
