length, time
5, 1.4781951904296875e-06
10, 1.4781951904296875e-06
100, 1.125335693359375e-05
1000, 0.00010862350463867188
10000, 0.001128387451171875
30000, 0.0034331321716308595
50000, 0.005749988555908203
75000, 0.008910512924194336
